,customer_id,date,value,age,sex
540,63,2023-04-27,123.05058029436643,27,M
1123,1393,2023-04-27,91.50339440963144,27,M
51,792,2023-04-27,74.99892208681388,23,M
583,173,2023-04-27,147.277235692263,37,M
2577,904,2023-04-27,145.9845735202636,21,M
4792,737,2023-04-27,92.79259262587988,45,M
4036,1361,2023-04-27,94.89391821536347,28,F
566,95,2023-04-27,162.58899652409286,23,F
4184,1000,2023-04-27,68.14290997099043,27,F
354,1465,2023-04-27,130.05673838131543,34,M
4143,399,2023-04-27,236.01256014177542,26,M
1778,1059,2023-04-27,106.40392763765341,28,F
2929,167,2023-04-27,75.56375533935224,24,F
4610,316,2023-04-27,99.62736993529269,24,F
4967,1292,2023-04-27,82.44282692094288,25,M
4314,1046,2023-04-27,131.68488930485483,32,F
192,949,2023-04-28,63.074053605381096,20,M
2247,1053,2023-04-28,129.4214018527345,26,F
538,1076,2023-04-28,92.70595913928162,37,M
1957,769,2023-04-28,145.8838141206565,26,M
3921,416,2023-04-28,87.10150207047968,21,F
4765,36,2023-04-28,95.29672703797343,31,M
3133,1469,2023-04-28,87.64422681762512,24,M
2418,1278,2023-04-28,85.60468932055427,37,F
3728,1090,2023-04-28,129.2358222686342,35,F
2532,283,2023-04-28,123.08651297567626,32,M
3307,837,2023-04-28,103.81796989873106,38,M
352,905,2023-04-28,103.59003638451233,28,M
4494,1278,2023-04-28,71.21941321114662,37,F
1213,1416,2023-04-29,62.220198673126234,24,F
1696,542,2023-04-29,102.5801326528439,25,M
3733,138,2023-04-29,111.16938708659072,24,M
4719,1293,2023-04-29,67.67827751975959,30,F
662,247,2023-04-29,203.1046627031783,49,F
1081,249,2023-04-29,99.17563803802126,26,F
741,384,2023-04-29,143.44596814576033,36,F
4063,787,2023-04-29,125.65171542081954,35,F
1549,526,2023-04-29,102.37653306340833,34,F
2358,217,2023-04-29,117.09946221441865,25,M
171,21,2023-04-29,169.67179057221995,39,F
2602,154,2023-04-29,111.82508135908836,33,M
1933,213,2023-04-29,109.00649268163707,32,M
4376,1171,2023-04-29,124.93099075780933,29,F
1732,1489,2023-04-30,162.82470860445417,19,M
1481,1075,2023-04-30,119.76193485472567,27,F
4167,186,2023-04-30,62.87493321871447,34,M
3170,307,2023-04-30,148.21667211746575,22,M
4390,1368,2023-04-30,63.03566234262009,20,M
994,191,2023-04-30,73.89176789360408,24,F
1331,950,2023-04-30,73.46276577530415,29,M
1763,80,2023-04-30,77.89780327255149,26,F
1211,455,2023-04-30,99.2171307017067,34,F
353,681,2023-04-30,104.63673920843142,22,F
4414,1279,2023-04-30,169.92316089967773,32,F
4034,535,2023-04-30,148.7736786180374,29,M
4279,479,2023-05-01,89.81743317639008,22,M
1777,809,2023-05-01,118.23659275503923,32,F
1934,875,2023-05-01,158.59424288456697,29,M
1482,399,2023-05-01,128.9143965354175,26,M
1434,135,2023-05-01,80.60805241202718,34,M
1709,619,2023-05-01,233.67790039607115,32,F
2657,270,2023-05-01,69.04691829736986,50,M
3997,482,2023-05-01,165.08595918836832,36,M
2617,1048,2023-05-01,192.9520051701951,25,F
4317,753,2023-05-01,88.37106587191667,24,F
110,964,2023-05-01,118.55775782618599,24,F
1386,568,2023-05-01,128.3871868148962,29,M
3149,765,2023-05-01,67.69735041421812,27,M
577,52,2023-05-01,91.3793088095263,26,F
576,18,2023-05-01,142.63105824313436,24,F
2957,379,2023-05-01,102.26110255921759,25,M
3340,462,2023-05-01,105.37095310356182,28,F
1567,1461,2023-05-01,90.76712256712263,30,F
415,203,2023-05-01,104.52784951674437,26,M
3897,302,2023-05-01,117.57049514600364,24,F
464,787,2023-05-01,162.74427664121373,35,F
430,814,2023-05-02,75.10722810931242,23,M
1946,1112,2023-05-02,75.70766611196288,34,M
2328,115,2023-05-02,80.73309765763935,35,F
2708,1309,2023-05-02,112.446841626447,27,M
235,100,2023-05-02,102.16102475643791,29,F
3705,1089,2023-05-02,87.42112418598008,19,F
237,451,2023-05-02,77.67414401324585,43,M
4188,170,2023-05-02,84.31263860637449,28,M
4509,478,2023-05-02,145.99109871295275,25,M
382,397,2023-05-02,128.27322892778488,37,F
2121,718,2023-05-02,180.52943649509126,27,F
4548,361,2023-05-02,88.18905512083116,41,M
1613,1054,2023-05-02,130.7870028786828,24,M
1820,479,2023-05-02,125.63651450167663,22,M
4365,1190,2023-05-02,89.55369859246112,19,F
514,873,2023-05-03,114.42757279750771,24,F
3559,617,2023-05-03,176.13585951576593,28,M
140,1425,2023-05-03,102.02091762059887,25,M
1717,779,2023-05-03,96.16509647727173,22,F
980,430,2023-05-03,118.68483423995389,43,F
2443,526,2023-05-03,168.15528729941593,34,F
4407,1427,2023-05-03,135.52243536389182,34,M
2426,361,2023-05-03,93.07072650041329,41,M
4440,964,2023-05-03,138.8664460894322,24,F
4190,1333,2023-05-03,118.72036970383178,25,M
1039,1038,2023-05-03,134.4722836809805,31,M
1700,1097,2023-05-03,101.11045266817821,21,F
4197,1399,2023-05-03,109.25087709528182,22,M
4194,1226,2023-05-03,88.92319816789546,44,F
4240,649,2023-05-03,143.36440390223626,41,F
1257,1341,2023-05-03,114.77702963115462,22,M
1210,1057,2023-05-04,98.84357457022338,29,F
2232,469,2023-05-04,78.99412877243844,27,M
1172,1418,2023-05-04,218.922342887225,27,M
3343,220,2023-05-04,68.63969806671939,27,M
2897,1072,2023-05-04,115.38095288933975,28,M
1318,1446,2023-05-04,89.81187296224002,32,F
3028,827,2023-05-04,107.2531694991248,27,M
733,504,2023-05-04,98.00859854591431,34,M
3250,38,2023-05-04,117.78213488713652,22,M
2078,1428,2023-05-04,150.125130299928,26,F
4102,883,2023-05-04,90.75025131052985,34,F
2765,607,2023-05-04,78.30029071155747,28,M
3458,71,2023-05-04,111.36304620274831,25,M
2354,1392,2023-05-04,80.24014598661539,32,F
2513,916,2023-05-04,85.82485450746604,27,F
4136,1333,2023-05-04,92.20612055017232,25,M
1793,1109,2023-05-05,92.79677329461603,26,F
4121,378,2023-05-05,123.96028405165771,27,F
2681,649,2023-05-05,109.82142871193452,41,F
1011,616,2023-05-05,56.92991458964521,48,M
4852,1004,2023-05-05,64.62209867545714,28,M
3491,1490,2023-05-05,91.13240944329799,36,M
3181,732,2023-05-05,108.19263264047666,44,F
438,360,2023-05-05,115.43096660178148,26,F
1710,498,2023-05-05,249.06516786084316,36,M
2362,1353,2023-05-05,74.56439998120314,23,M
1995,505,2023-05-05,78.53104465094528,34,M
1994,374,2023-05-05,159.37518531246027,29,M
427,734,2023-05-05,121.73824820358831,42,F
2531,350,2023-05-05,142.94414566212697,39,F
2826,1127,2023-05-05,128.77248049786562,19,F
3231,400,2023-05-05,118.70102273422717,26,M
4738,878,2023-05-06,139.29360397854143,28,M
1827,184,2023-05-06,84.29158533108702,29,M
3925,1476,2023-05-06,119.79897585351034,26,M
2861,1175,2023-05-06,108.54768958759021,38,F
1892,259,2023-05-06,107.79845725304104,30,F
4707,84,2023-05-06,67.28715560971479,29,M
2731,818,2023-05-06,101.3692888342361,31,F
3155,764,2023-05-06,133.13327132090672,20,F
4775,771,2023-05-06,94.63024806687474,22,F
1721,467,2023-05-06,132.0841994602565,30,M
229,739,2023-05-07,81.99387894322973,23,F
2842,250,2023-05-07,107.6724426128986,21,F
681,928,2023-05-07,90.26832736084506,34,F
3471,1472,2023-05-07,117.14180327248391,24,M
4522,510,2023-05-07,97.78566410517816,43,M
363,1136,2023-05-07,57.871144634115055,32,F
1457,1313,2023-05-07,113.5923359545574,32,M
1516,944,2023-05-07,51.50500516398919,24,M
4181,396,2023-05-07,81.99613408780368,35,M
3982,1461,2023-05-07,79.44724691418503,30,F
3623,262,2023-05-07,68.3232131190893,24,F
4866,105,2023-05-07,173.44562411295135,35,M
447,743,2023-05-07,170.15938529071477,30,F
2032,1129,2023-05-07,149.85602309811685,28,M
764,1444,2023-05-07,110.03655167255653,23,F
821,1062,2023-05-08,71.69016943468321,27,M
2245,653,2023-05-08,97.48824947111173,28,F
859,731,2023-05-08,119.37426504176452,39,F
4539,1392,2023-05-08,62.73483060745296,32,F
2740,614,2023-05-08,72.83607051896,23,M
2554,828,2023-05-08,68.63265451316582,31,F
2302,163,2023-05-08,89.39817353396302,24,F
560,1126,2023-05-08,152.6329439255837,28,M
3032,249,2023-05-08,72.88709661347774,26,F
2075,1470,2023-05-08,91.28161939984139,24,F
3303,379,2023-05-09,91.49620743514964,25,M
3726,1053,2023-05-09,82.05307752679346,26,F
408,1261,2023-05-09,84.32628578124265,40,M
1207,860,2023-05-09,92.0045448185806,21,M
4382,312,2023-05-09,80.57192964420682,34,M
3475,1325,2023-05-09,63.27313020482308,29,F
4556,972,2023-05-09,86.43617727427974,23,F
4213,1461,2023-05-09,172.38820799113356,30,F
1536,1279,2023-05-09,130.55773178389495,32,F
4050,983,2023-05-09,92.2445113218796,34,F
2571,638,2023-05-09,160.41430231653382,38,M
1748,274,2023-05-09,99.0677042206205,28,M
4161,915,2023-05-09,108.04243059768088,26,F
2670,1042,2023-05-09,92.24980026489038,35,M
154,1120,2023-05-09,138.826121297937,30,M
2169,972,2023-05-09,90.45769225455297,23,F
345,1303,2023-05-09,95.2149338114951,23,M
4030,1408,2023-05-10,131.19817316773145,29,F
2911,445,2023-05-10,92.95807287029692,24,M
4068,632,2023-05-10,164.4519769487058,27,F
3089,687,2023-05-10,82.51846514190036,25,M
2367,212,2023-05-10,191.68292778051975,33,M
270,784,2023-05-10,73.56315399921772,34,M
4642,1109,2023-05-10,74.53979385706296,26,F
1431,211,2023-05-10,121.77787554826395,26,M
4293,171,2023-05-11,166.6922902911671,35,M
6,960,2023-05-11,97.43093469073587,21,F
1774,827,2023-05-11,121.97645763274156,27,M
441,944,2023-05-11,118.23556991447268,24,M
2624,992,2023-05-11,79.29870968297925,21,F
3843,1065,2023-05-11,91.26298398216693,28,F
745,1173,2023-05-11,101.76053313213322,27,F
4031,93,2023-05-11,137.35085351716185,33,F
718,412,2023-05-11,73.31381586226841,21,F
4843,1188,2023-05-11,84.22455787405892,34,M
3026,1323,2023-05-11,63.21659367641459,29,F
1750,1285,2023-05-11,79.92717293084513,21,M
267,182,2023-05-11,130.78498071356054,21,M
3375,1173,2023-05-11,141.2931073267469,27,F
1254,594,2023-05-11,97.53000848830831,38,M
2364,419,2023-05-11,181.1572088203299,25,M
2387,1477,2023-05-11,118.215214870299,28,F
1831,149,2023-05-12,113.18408276992038,30,M
753,199,2023-05-12,141.8453539087215,42,M
3481,1187,2023-05-12,98.72139470032509,28,M
3832,487,2023-05-12,56.66137674639649,23,M
936,694,2023-05-12,78.78004259143796,23,M
2095,1122,2023-05-12,166.09029603848677,22,F
493,4,2023-05-12,99.43268169994619,30,F
1930,1442,2023-05-12,126.91764015651891,25,F
3939,132,2023-05-12,156.4548131740874,33,F
3782,1109,2023-05-12,94.00517334665284,26,F
1463,1195,2023-05-12,99.59931277820208,23,M
3656,50,2023-05-12,105.57753219912026,27,F
23,562,2023-05-12,167.85804254298802,47,M
3510,482,2023-05-12,82.07125568096967,36,M
3228,946,2023-05-12,98.2283781276686,33,F
3331,439,2023-05-12,102.57940825510286,27,F
3524,253,2023-05-13,74.0238681094691,31,M
2576,508,2023-05-13,122.34050530751117,23,F
290,717,2023-05-13,93.32459950425161,25,M
3075,1181,2023-05-13,93.88975514902933,53,M
4361,1275,2023-05-13,110.70369462502845,25,F
737,1016,2023-05-13,178.15963923173996,23,M
1388,1025,2023-05-13,154.28084892439864,24,M
3073,837,2023-05-13,85.4624100506555,38,M
732,276,2023-05-13,113.14953119857284,23,M
2044,940,2023-05-14,128.39998121910648,32,M
1903,567,2023-05-14,149.21244833626238,22,M
73,155,2023-05-14,81.50988337832456,28,F
2598,733,2023-05-14,82.50366456282951,31,F
905,445,2023-05-14,87.94741974894191,24,M
4686,1037,2023-05-14,77.37372058444512,33,F
1218,827,2023-05-14,125.03711334606064,27,M
524,963,2023-05-14,81.8891128427138,25,F
824,973,2023-05-14,85.73636672999694,23,F
4470,774,2023-05-14,73.8701637488396,33,M
3294,1377,2023-05-14,83.25712915325951,29,F
2606,679,2023-05-14,157.89601271547485,22,M
1597,989,2023-05-14,110.51214130884279,23,F
3924,1366,2023-05-14,128.18802298897808,29,F
160,811,2023-05-14,120.84855933244211,35,M
3661,547,2023-05-14,84.66016329567819,32,F
3584,731,2023-05-14,97.09133091124514,39,F
4657,146,2023-05-14,137.19880081650962,21,M
2874,896,2023-05-14,116.4728762441261,29,F
109,871,2023-05-14,144.25714520374837,25,M
574,221,2023-05-14,183.81085050658075,26,F
3425,429,2023-05-14,141.38658389099467,29,F
4649,1277,2023-05-14,87.68876777529749,22,M
1371,739,2023-05-15,106.92672000493246,23,F
1418,867,2023-05-15,106.06248015806143,30,M
3230,810,2023-05-15,87.93024543746748,31,F
4660,40,2023-05-15,130.73054271176193,30,M
4978,221,2023-05-15,135.10352676917995,26,F
4245,1299,2023-05-15,194.4393721466348,29,F
1749,168,2023-05-15,112.13090512203287,21,F
3040,1307,2023-05-15,127.949790991508,24,M
3002,422,2023-05-15,88.8321779621977,34,F
1853,67,2023-05-15,126.66116801368841,25,F
3547,824,2023-05-15,136.3407409642832,42,F
2777,233,2023-05-15,101.14659172296427,34,M
1302,1078,2023-05-15,88.71834442499886,22,F
2404,491,2023-05-16,85.57206074421316,23,M
940,892,2023-05-16,106.20402711041106,40,F
2797,579,2023-05-16,157.6935576662603,28,F
4995,1171,2023-05-16,123.32267385477138,29,F
1405,448,2023-05-16,150.27684327391404,30,F
2268,478,2023-05-16,127.53991175054549,25,M
1687,661,2023-05-16,109.8159956009383,51,F
1706,991,2023-05-16,73.89907795212251,27,F
433,272,2023-05-16,94.81364144148586,38,M
2721,277,2023-05-16,145.47887980392767,22,F
2010,999,2023-05-16,116.40093291828117,29,F
1143,742,2023-05-17,68.51269238478997,24,M
2508,476,2023-05-17,107.99521670578864,34,M
3658,403,2023-05-17,72.54749779300462,38,M
661,665,2023-05-17,660.3072957802467,53,F
918,554,2023-05-17,108.10059065683657,28,M
3965,467,2023-05-17,85.45266990661545,30,M
1403,571,2023-05-17,216.4738439683764,25,M
1442,1485,2023-05-17,118.31877135369984,26,M
4815,1097,2023-05-17,151.5868217605619,21,F
3869,130,2023-05-17,59.03293108611396,26,F
2788,1103,2023-05-17,80.8076062576136,36,F
3849,1460,2023-05-17,99.36961737488484,28,M
3602,48,2023-05-17,181.0459964734949,24,F
3720,367,2023-05-18,121.66685558625956,25,M
4276,430,2023-05-18,93.57677947001554,43,F
3615,1482,2023-05-18,113.32038311662245,29,M
1942,956,2023-05-18,77.63433138071932,37,M
2143,765,2023-05-18,110.2529143880542,27,M
517,691,2023-05-18,115.78441987118646,26,F
3344,1048,2023-05-18,125.59578310669451,25,F
1563,488,2023-05-18,106.76368403396843,32,F
4042,1085,2023-05-18,92.63242604584758,43,F
4588,1438,2023-05-18,111.34439353133541,34,F
953,474,2023-05-18,131.85464086261052,22,M
4007,1324,2023-05-18,90.93732444535452,25,M
557,184,2023-05-19,134.97930109273392,29,M
1791,701,2023-05-19,98.87305552360387,25,F
651,588,2023-05-19,143.62896407447082,34,M
1888,384,2023-05-19,75.35103315275,36,F
1057,1258,2023-05-19,105.49179329797116,20,M
2058,1027,2023-05-19,166.81567058975241,24,M
3888,125,2023-05-19,108.47182070368484,31,F
508,296,2023-05-19,92.47127035770863,22,F
4330,534,2023-05-19,83.5400702538548,28,F
3454,1104,2023-05-19,88.75764800509279,28,F
1468,360,2023-05-19,89.4616967314495,26,F
331,871,2023-05-19,174.46772480073014,25,M
3290,985,2023-05-20,87.60815015809166,29,M
2550,934,2023-05-20,92.05316387100727,26,M
3622,254,2023-05-20,177.59611989072368,31,F
4939,762,2023-05-20,110.19130621012286,31,F
78,648,2023-05-20,78.94774594341322,39,F
666,1062,2023-05-20,109.03953533762527,27,M
3042,688,2023-05-20,84.09092783377281,34,M
4489,1432,2023-05-20,81.47778904013063,35,F
3004,1208,2023-05-20,112.4767699607851,25,M
222,475,2023-05-20,83.72180213701293,21,M
349,249,2023-05-20,148.44634231519052,26,F
1350,1090,2023-05-20,91.76326141271892,35,F
3949,660,2023-05-20,124.92574193744193,25,F
2021,389,2023-05-20,115.11391777031862,28,M
1363,1376,2023-05-20,105.27035414290394,26,M
608,875,2023-05-20,91.04261767633164,29,M
2019,1312,2023-05-21,94.17571494052741,29,M
2862,81,2023-05-21,136.4774161968696,30,F
4933,1151,2023-05-21,247.6649212051249,24,M
3964,56,2023-05-21,140.83779442889636,28,F
3024,890,2023-05-21,80.9440532012462,24,M
2428,677,2023-05-21,73.2077353723879,30,M
2439,414,2023-05-21,137.73804282333762,41,F
3508,647,2023-05-21,116.13178481282546,30,F
4819,209,2023-05-21,144.09186348042093,24,M
899,479,2023-05-21,89.50612938149479,22,M
1196,848,2023-05-21,115.41207060356327,25,M
1231,1280,2023-05-21,146.38317689360534,67,F
1192,78,2023-05-21,123.39334429876783,31,F
1898,891,2023-05-21,105.55586825648263,21,F
1882,522,2023-05-21,67.54525900545164,40,F
4265,947,2023-05-21,136.70846733929469,26,M
1821,436,2023-05-21,100.44982267556694,27,M
4492,281,2023-05-21,123.24625735295717,27,M
790,853,2023-05-21,104.65936254320235,27,F
798,867,2023-05-21,114.67699565186876,30,M
801,1409,2023-05-21,106.3450450300966,25,M
830,1151,2023-05-21,105.12767287043172,24,M
3461,1434,2023-05-22,98.40694092877561,32,F
4742,804,2023-05-22,122.93817492213626,32,F
202,722,2023-05-22,141.7024989733277,23,M
1215,867,2023-05-22,77.23160573716056,30,M
3980,463,2023-05-22,95.6276074946162,37,M
4818,1055,2023-05-22,179.1793750960515,28,M
1356,1197,2023-05-22,124.14843910949875,28,M
4561,155,2023-05-22,119.6456234116081,28,F
407,1001,2023-05-23,81.1741537720294,34,M
2675,1024,2023-05-23,124.64485183376345,26,M
1308,1467,2023-05-23,92.51161507886764,27,M
4868,1324,2023-05-23,130.9819219362411,25,M
216,24,2023-05-23,85.16367198726891,33,M
3309,65,2023-05-23,114.09154769958138,24,F
1907,1262,2023-05-23,74.49622556312247,23,F
74,933,2023-05-23,121.69561016821554,27,F
82,751,2023-05-23,140.7332655003907,23,F
330,542,2023-05-23,222.17927846929308,25,M
4964,535,2023-05-23,93.03729555048972,29,M
2086,128,2023-05-24,69.98251101909942,35,M
2047,1483,2023-05-24,77.44928928387836,20,F
3912,36,2023-05-24,132.44301092984446,31,M
3465,1269,2023-05-24,172.96147461010833,39,M
4825,78,2023-05-24,120.72459635593286,31,F
1022,1127,2023-05-24,117.28807436755775,19,F
3364,78,2023-05-24,139.97708116109393,31,F
3316,1074,2023-05-24,124.16061728343591,23,M
102,263,2023-05-24,84.38205370577819,22,F
2342,1490,2023-05-24,100.09567650779226,36,M
4667,99,2023-05-24,80.06369367495739,25,M
881,776,2023-05-24,133.30432349545077,26,F
3845,1012,2023-05-24,93.86168289950756,32,M
1428,274,2023-05-24,161.4209419383044,28,M
1129,1120,2023-05-24,84.1909690879499,30,M
3589,254,2023-05-24,174.93732284251013,31,F
1958,851,2023-05-24,151.02780434986389,32,F
3593,715,2023-05-24,103.6220751198501,30,F
346,1430,2023-05-25,96.88083287544418,39,M
1415,1069,2023-05-25,135.02477341543607,25,M
901,564,2023-05-25,90.86969621118665,25,M
3157,547,2023-05-25,89.14066874632306,32,F
4182,158,2023-05-25,93.77294584376736,38,M
1806,1422,2023-05-25,96.02857267760393,28,F
376,621,2023-05-25,127.91322606357716,29,M
2176,603,2023-05-25,127.31261827917469,26,M
865,95,2023-05-25,157.07258006408378,23,F
3499,1120,2023-05-25,121.59447085878415,30,M
656,1405,2023-05-25,147.69798986973808,20,M
1414,522,2023-05-25,109.86847598026071,40,F
2658,981,2023-05-25,131.18843141165098,27,F
4156,1352,2023-05-25,93.7724628863422,48,M
802,681,2023-05-25,93.63794880246148,22,F
2802,1383,2023-05-25,135.44308614786996,30,F
1305,1485,2023-05-25,101.1669151180312,26,M
3371,1300,2023-05-25,91.95411174544651,32,M
4669,672,2023-05-25,89.78764744534112,25,F
874,1092,2023-05-26,181.10726227521235,25,F
2772,308,2023-05-26,149.8842688608791,25,F
4180,235,2023-05-26,71.51824775054408,32,M
791,548,2023-05-26,85.91834982395952,30,M
535,1383,2023-05-26,84.02489773079854,30,F
3015,1151,2023-05-26,88.52381725054363,24,M
4116,421,2023-05-26,124.46916433070038,25,M
1289,1219,2023-05-26,111.47822671164626,24,F
1082,349,2023-05-26,217.52549960344604,44,F
1788,1118,2023-05-26,93.892717225703,35,M
2329,782,2023-05-26,107.06056249505392,24,M
4563,1080,2023-05-26,107.0765864786955,29,M
3094,1275,2023-05-26,122.76190919639467,25,F
4766,1049,2023-05-26,85.46892488680187,21,F
310,1484,2023-05-26,106.04023691964417,42,M
4336,127,2023-05-26,107.0336549996021,26,M
64,1391,2023-05-26,55.460065270175804,32,M
1837,68,2023-05-26,185.00626471119355,25,F
1960,890,2023-05-27,128.29221633054897,24,M
858,172,2023-05-27,190.08924320206867,29,F
3614,737,2023-05-27,126.86673252404978,45,M
1381,213,2023-05-27,96.06188601652956,32,M
1245,1119,2023-05-27,95.9555567295755,37,M
4979,1134,2023-05-27,140.34493534000836,33,M
2197,1226,2023-05-27,85.0501348363299,44,F
2026,140,2023-05-27,64.22303001616748,61,M
1755,1482,2023-05-27,55.69503360244317,29,M
1701,167,2023-05-27,187.796746165199,24,F
2627,597,2023-05-27,126.23213223731271,29,M
4715,396,2023-05-27,108.70739505057728,35,M
4763,1120,2023-05-27,140.38501024776747,30,M
1187,35,2023-05-27,84.4907062636631,40,M
1836,1170,2023-05-27,103.61088306892785,36,M
4865,474,2023-05-27,79.44639296792232,22,M
996,1250,2023-05-28,99.22628524776708,28,F
4872,91,2023-05-28,167.2859623352251,24,F
4753,1106,2023-05-28,69.33666255879278,27,F
2686,258,2023-05-28,50.75390569677717,33,F
1334,976,2023-05-28,74.43671704557813,29,F
2225,1260,2023-05-28,80.7989926907276,27,M
471,667,2023-05-28,99.4092654094012,29,F
3355,1164,2023-05-28,187.7186785098683,24,M
4449,446,2023-05-28,120.61866469515418,31,M
4078,837,2023-05-28,76.46546039738406,38,M
2595,23,2023-05-28,95.45251939069662,23,F
4346,1481,2023-05-28,200.94533917665584,26,F
4052,784,2023-05-28,112.44771630708209,34,M
4655,736,2023-05-28,121.65412942280346,26,M
4123,342,2023-05-28,238.80809703387277,39,F
727,96,2023-05-29,176.36681094220265,29,F
610,1254,2023-05-29,85.63356021478313,34,M
4353,950,2023-05-29,98.13753955673675,29,M
852,735,2023-05-29,176.6919610877194,28,F
4347,217,2023-05-29,136.56584922382692,25,M
2067,676,2023-05-29,136.66222133184297,25,M
855,405,2023-05-29,110.68617247876352,22,M
2988,221,2023-05-29,96.68634401285883,26,F
4560,1082,2023-05-29,136.79002874182265,22,M
2430,1441,2023-05-29,86.2378687590839,19,M
1130,155,2023-05-29,61.284902748109594,28,F
2899,303,2023-05-29,137.24129195974035,25,F
1395,833,2023-05-29,70.08922015092327,27,M
2099,189,2023-05-30,134.43535682712042,26,F
4358,563,2023-05-30,128.40900045930942,25,F
3990,504,2023-05-30,151.09912879146856,34,M
2758,1359,2023-05-30,114.02670821369078,39,F
1782,267,2023-05-30,140.1667006860857,33,M
2620,1292,2023-05-30,161.30700747134526,25,M
3535,1029,2023-05-30,100.66915784337638,27,M
2005,174,2023-05-30,152.12721188753886,40,F
4631,1337,2023-05-30,65.85709346946571,28,F
4117,702,2023-05-30,109.0529066262039,49,F
3931,720,2023-05-30,237.2420595841334,36,F
259,458,2023-05-31,145.66881459873025,33,M
3854,399,2023-05-31,107.65360187217047,26,M
1217,1021,2023-05-31,117.51363614253185,28,M
4032,295,2023-05-31,87.77074805662218,27,F
3576,985,2023-05-31,102.17207505564707,29,M
1030,164,2023-05-31,141.12730990123828,28,F
2447,911,2023-05-31,101.15855394322023,37,M
4981,814,2023-05-31,82.78770248168493,23,M
4149,1487,2023-05-31,80.69527345827238,28,F
1095,419,2023-05-31,105.27588579635753,25,M
204,1052,2023-05-31,120.0393316222227,26,F
4990,1433,2023-05-31,253.26200842906633,38,F
2835,735,2023-05-31,58.40679247626282,28,F
4088,1437,2023-05-31,196.11040662412333,24,F
4200,1244,2023-06-01,99.08347807831139,39,F
243,901,2023-06-01,79.68819618976337,38,F
4884,90,2023-06-01,125.09343865945519,27,F
513,805,2023-06-01,136.69176476031632,26,F
1122,682,2023-06-01,93.75931047114187,32,M
2306,1454,2023-06-01,103.60837387735299,35,M
3928,201,2023-06-01,77.87968277916298,33,M
90,1175,2023-06-01,116.54966909775494,38,F
2087,1383,2023-06-01,107.7350278506656,30,F
2635,103,2023-06-01,119.59248589950178,27,M
1168,862,2023-06-01,127.29276751324885,28,M
2832,721,2023-06-02,109.4230869559407,25,F
328,606,2023-06-02,131.67073717410125,26,F
3136,655,2023-06-02,140.17802267159402,26,F
2618,199,2023-06-02,138.85633868674603,42,M
297,1061,2023-06-02,160.28962292394124,26,F
1745,424,2023-06-02,94.90759238571377,21,M
4255,769,2023-06-02,79.31032126039528,26,M
754,69,2023-06-02,83.501129338784,32,F
3740,949,2023-06-02,117.13001355202127,20,M
3637,1396,2023-06-02,100.30378119154395,32,M
4189,131,2023-06-03,112.85604233253753,29,F
3830,1249,2023-06-03,57.865660000294426,31,F
4275,1283,2023-06-03,126.67406894914576,26,F
239,229,2023-06-03,161.02317763631032,37,F
329,410,2023-06-03,109.43008497493734,26,F
164,1161,2023-06-03,96.31202926749233,26,F
442,1182,2023-06-03,95.40553512126783,23,M
3259,220,2023-06-03,100.47691421562294,27,M
2266,741,2023-06-03,92.35927938702784,46,M
2089,200,2023-06-03,69.21061967537356,36,F
3401,4,2023-06-03,100.26647195256604,30,F
3863,912,2023-06-04,103.9983209779338,25,F
1449,1211,2023-06-04,137.68903189750876,30,M
2565,1003,2023-06-04,108.73382258031818,33,F
2714,177,2023-06-04,102.41479256723014,25,M
853,1479,2023-06-04,105.46861824560185,47,M
242,1255,2023-06-04,140.97157061082774,22,M
4833,620,2023-06-04,109.6949969462527,42,M
2381,977,2023-06-04,109.5684641388965,22,M
2654,401,2023-06-04,182.91972223983112,30,F
2257,1235,2023-06-04,107.0300928590101,39,F
2377,467,2023-06-04,111.32181303015872,30,M
2854,138,2023-06-04,182.20733427131276,24,M
1983,498,2023-06-05,130.23993443653134,36,M
1186,1180,2023-06-05,81.770962600676,40,M
3885,481,2023-06-05,142.8772940608298,26,F
2475,621,2023-06-05,98.27295408887665,29,M
832,1317,2023-06-05,101.09284635363375,48,M
3197,356,2023-06-05,98.42894799843964,25,F
4342,454,2023-06-05,210.0036955105844,32,M
3807,838,2023-06-05,91.82226763768153,24,M
2051,782,2023-06-05,90.76102486299818,24,M
947,841,2023-06-05,107.68204428911832,38,M
253,206,2023-06-05,71.27898286457855,37,F
4944,885,2023-06-05,112.97397862881756,33,F
3229,937,2023-06-05,133.95413261298512,30,M
390,934,2023-06-06,143.1244527576965,26,M
689,381,2023-06-06,150.41556688225023,19,M
2648,46,2023-06-06,156.72797212434372,25,F
1343,1303,2023-06-06,82.34171663505148,23,M
3612,52,2023-06-06,122.00671700172146,26,F
1703,1212,2023-06-06,94.89803472214922,27,F
1105,740,2023-06-06,106.78060974171268,29,F
463,501,2023-06-06,163.46695577659125,44,M
2954,974,2023-06-06,135.67923627026133,25,M
142,20,2023-06-06,101.98988516320091,37,F
3305,1219,2023-06-06,78.3047512658193,24,F
288,583,2023-06-06,131.03173977248406,25,F
612,1377,2023-06-06,135.6952349399013,29,F
1759,369,2023-06-06,72.88562241779371,23,M
3647,9,2023-06-06,88.61769895081513,27,F
4175,514,2023-06-06,126.2596996591513,30,F
1154,676,2023-06-06,104.77570089638195,25,M
